Step,True_X,True_Z,True_Theta,Est_X,Est_Z,Est_Theta,RMSE
411,0.3232368145275348,-1.1235416651590264,1.041418176432393,0.4583927359124078,-0.9078858418037332,0.15890679985595035,0.25450846200557536
412,0.3258222274164003,-1.1279582001355282,1.0414285317556056,0.37840753068424715,-0.7371756660835643,0.3136821161547503,0.39430470836631626
413,0.32840743603578326,-1.1323744331447,1.0414387765036726,0.4097027858017151,-0.7647071762645423,0.7982498944517692,0.37654766720210225
414,0.33099250089024496,-1.1367904871238315,1.0414489548081043,0.46333828656129084,-0.9978643033565483,-0.563280238241578,0.1918746766017531
415,0.33357745984432824,-1.1412064389338288,1.0414590948883302,0.19785522658544477,-0.7735547484939501,-2.1464519192623457,0.39190341933195627
416,0.3361623365863834,-1.1456223366358538,1.041469214791418,0.49044159490198536,-0.9608452937798138,0.4542395245508626,0.2407169398132069
417,0.33874714592850647,-1.1500382102889544,1.041479326059674,0.07312844549810561,-0.8054677553190249,2.1631873894361218,0.43506561856404974
418,0.34133189970110356,-1.1544540830396206,1.0414894360321478,0.3545981899686819,-0.9835312679277334,2.020164561909294,0.1714368781308037
419,0.34391684588895477,-1.1588703735271157,1.04149956399938,0.14916017380729946,-0.9308088592130178,-1.7380224357077412,0.29990367725581646
420,0.34650434781960227,-1.163291042740043,1.0415100223855542,0.4601043495052693,-0.8663606769724629,2.8361946086566587,0.3179191760461335
421,0.3491132184991122,-1.1677475195742044,1.0415234602102783,0.31863580113524514,-0.6482788450315192,1.6620761817384069,0.5203619670962757
422,0.35172395684025215,-1.1722086693546978,1.0415444025838605,0.44663032995093827,-0.7972823121485291,0.20497135956395002,0.3867518493619809
423,0.35432470327228305,-1.176654744724866,1.0415686138047102,0.36379850837883765,-0.8822511275860933,-3.127935011357873,0.29455600955945566
424,0.35692006555116523,-1.1810927182699813,1.0415930722407947,0.23302911942508342,-0.8700971740893124,-0.7353531670456783,0.3347643873416736
425,0.3595120845205603,-1.1855254247586282,1.0416170088411372,0.3587869295204463,-0.6885076542064418,-2.6845183049425883,0.4970182995569077
426,0.3621019111127133,-1.1899544329748772,1.0416402643930645,0.3131596797048994,-0.9653511056795013,1.6803881730652448,0.22987387117140948
427,0.36469028184808583,-1.1943807790280876,1.041662873822994,0.4688341544982977,-0.6059256251201662,2.9205381460142275,0.5975997108193569
428,0.3672776864767354,-1.1988051900581302,1.0416849279528906,0.14747052005956987,-1.0332332064844252,2.640893588342685,0.2751895204270591
429,0.3698644538821628,-1.2032281884323168,1.0417065238431973,0.3523372864138176,-0.9979992690686725,0.2905094599431828,0.20597599603505412
430,0.3724508046459182,-1.2076501536774835,1.0417277480738976,0.30378821383355725,-0.8373703842909717,2.316681132589098,0.37659216533804063
431,0.37503688548719216,-1.2120713633560727,1.0417486727372833,0.47941310332260234,-0.9491554734673597,-0.03787127540314207,0.28287658087158585
432,0.37762279250184444,-1.2164920213403239,1.0417693561135555,0.28624724780642924,-0.7410753599458586,-0.9387365770861268,0.4841182625142781
433,0.3802085870977891,-1.220912277865502,1.0417898447745721,0.6014035402859915,-0.7453056734814633,1.1856428044374727,0.5245272628278215
434,0.3827943070324151,-1.2253322439678098,1.0418101758440024,0.4364062881696697,-0.8087327453474126,2.3207638262755443,0.4200349827957521
435,0.3853799741001153,-1.2297520019718629,1.041830378976328,0.3597518484125515,-0.54196632981538,0.016632418997578623,0.6882629814613035
436,0.3879655994929766,-1.2341716131429241,1.0418504779573634,0.36566108275613474,-0.926398222944925,-1.6421253586937479,0.30858054245339883
437,0.39055118752688905,-1.2385911232790647,1.0418704919548858,0.3579098713385077,-0.5889384152977993,-2.5194203738675696,0.6504722104055647
438,0.3931367382118892,-1.2430105667974656,1.0418904364836603,0.33354834477250067,-0.7763417381080119,-3.1346887720364256,0.4704578326514227
439,0.39572224900398306,-1.24742996971844,1.0419103241495449,0.4640272497936041,-0.9640601859319995,-0.2925170077620521,0.291485861571439
440,0.3983077159789686,-1.251849351843719,1.0419301652265587,0.30874531067904004,-0.6861790222148838,-0.35141466372977065,0.5727166369728609
441,0.4008931346008781,-1.2562687283473257,1.0419499681083104,0.41539874301419977,-0.7847776697837991,1.9721967562790241,0.47171414117110744
442,0.40347850020901377,-1.260688110939355,1.0419697396644978,0.5042664763679476,-1.0365986204686266,-1.3091123738207617,0.24571185538684231
443,0.40606380831228583,-1.265107508719859,1.0419894855249527,0.2664840431781528,-0.8043565191985135,3.1245169297756923,0.48142910711733966
444,0.40864905475387525,-1.2695269288080429,1.0420092103077128,0.4389726512908329,-0.7398468143209624,1.7238609003002825,0.5305474005119455
445,0.4112342357905608,-1.2739463768084527,1.0420289178032782,0.4266129617362196,-0.8100054562701986,-0.9893388677446922,0.4641957377675869
446,0.4138193481175443,-1.27836585715865,1.042048611124218,0.4333965755591158,-0.7378835420627332,-1.811509253701072,0.5408367598136622
447,0.41640438885990355,-1.282785373390398,1.0420682928270903,0.3912328895526079,-0.7459523441379224,1.6602925257668713,0.537422836948493
448,0.41898935554491307,-1.2872049283274132,1.0420879650120591,0.3344233959439216,-0.8339080615868751,-0.320426524125139,0.46111761072423335
449,0.4215742460646296,-1.2916245242363,1.0421076294044629,0.4238649607740447,-0.9598185427332647,0.15256688813279887,0.3318138887012907
450,0.4241590586347732,-1.29604416294268,1.0421272874216971,0.2608181349042833,-0.842331159721792,-1.125130752629645,0.4822196041813805
